genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
Stewart_et_al_GCA_902764925.1_RUG11015.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902765245.1_RUG11038.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902765935.1_RUG11109.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902767945.1_RUG11309.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902768965.1_RUG11415.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902770305.1_RUG11561.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902771185.1_RUG11647.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902773815.1_RUG11910.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902774575.1_RUG11979.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902775665.1_RUG12090.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902775845.1_RUG12114.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902776115.1_RUG12139.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902777055.1_RUG12233.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902777575.1_RUG12283.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902777815.1_RUG12305.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902778095.1_RUG12332.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902779925.1_RUG12523.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902781665.1_RUG12700.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902786395.1_RUG13166.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902786585.1_RUG13191.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902789085.1_RUG13432.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902789485.1_RUG13482.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902791375.1_RUG13664.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902792165.1_RUG13747.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902793305.1_RUG13854.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902793585.1_RUG13888.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902794135.1_RUG13934.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902794695.1_RUG13999.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902798485.1_RUG14371.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902799125.1_RUG14433.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902800165.1_RUG14546.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902801595.1_RUG14688.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902802225.1_RUG14758.fna,4427_1,0.050000000000000044,average,fastANI,4427
Stewart_et_al_GCA_902803495.1_RUG14871.fna,4428_1,0.050000000000000044,average,fastANI,4428
Xie_et_al_GCA_017512545.1_ASM1751254v1.fna,4428_1,0.050000000000000044,average,fastANI,4428
Stewart_et_al_GCA_902799525.1_RUG14472.fna,4429_1,0.050000000000000044,average,fastANI,4429
fecal_MAG_144.fa,4429_1,0.050000000000000044,average,fastANI,4429
ruminal_MAG_195.fa,4429_1,0.050000000000000044,average,fastANI,4429
Stewart_et_al_GCA_902796735.1_RUG14200.fna,4430_0,0.050000000000000044,average,fastANI,4430
Xie_et_al_GCA_017442805.1_ASM1744280v1.fna,4431_0,0.050000000000000044,average,fastANI,4431
Xie_et_al_GCA_017561615.1_ASM1756161v1.fna,4432_1,0.050000000000000044,average,fastANI,4432
Xie_et_al_GCA_017612595.1_ASM1761259v1.fna,4432_1,0.050000000000000044,average,fastANI,4432
Xie_et_al_GCA_017616215.1_ASM1761621v1.fna,4432_1,0.050000000000000044,average,fastANI,4432
Xie_et_al_GCA_017388805.1_ASM1738880v1.fna,4433_1,0.050000000000000044,average,fastANI,4433
Xie_et_al_GCA_017455485.1_ASM1745548v1.fna,4433_1,0.050000000000000044,average,fastANI,4433
Xie_et_al_GCA_017544935.1_ASM1754493v1.fna,4433_1,0.050000000000000044,average,fastANI,4433
Xie_et_al_GCA_017550305.1_ASM1755030v1.fna,4434_1,0.050000000000000044,average,fastANI,4434
Xie_et_al_GCA_017614205.1_ASM1761420v1.fna,4434_1,0.050000000000000044,average,fastANI,4434
Wilkinson_et_al_ERZ1462116_contig.fa,4435_0,0.050000000000000044,average,fastANI,4435
Lin_et_al_HF_Duodenum-2.concoct.000_sub.contigs.fa,4436_1,0.050000000000000044,average,fastANI,4436
Xie_et_al_GCA_017418915.1_ASM1741891v1.fna,4436_2,0.050000000000000044,average,fastANI,4436
Xie_et_al_GCA_017419065.1_ASM1741906v1.fna,4437_0,0.050000000000000044,average,fastANI,4437
Xie_et_al_GCA_017431225.1_ASM1743122v1.fna,4438_1,0.050000000000000044,average,fastANI,4438
Xie_et_al_GCA_017515135.1_ASM1751513v1.fna,4438_1,0.050000000000000044,average,fastANI,4438
Xie_et_al_GCA_017539925.1_ASM1753992v1.fna,4438_2,0.050000000000000044,average,fastANI,4438
Xie_et_al_GCA_017511615.1_ASM1751161v1.fna,4439_1,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017533785.1_ASM1753378v1.fna,4439_1,0.050000000000000044,average,fastANI,4439
Lin_et_al_HF_Duodenum-2.metabat2.049.contigs.fa,4439_2,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017383225.1_ASM1738322v1.fna,4439_2,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017417805.1_ASM1741780v1.fna,4439_2,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017418805.1_ASM1741880v1.fna,4439_2,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017421695.1_ASM1742169v1.fna,4439_2,0.050000000000000044,average,fastANI,4439
Xie_et_al_GCA_017512885.1_ASM1751288v1.fna,4440_0,0.050000000000000044,average,fastANI,4440
Xie_et_al_GCA_017419425.1_ASM1741942v1.fna,4441_1,0.050000000000000044,average,fastANI,4441
Xie_et_al_GCA_017512625.1_ASM1751262v1.fna,4441_2,0.050000000000000044,average,fastANI,4441
Xie_et_al_GCA_017514385.1_ASM1751438v1.fna,4442_0,0.050000000000000044,average,fastANI,4442
Xie_et_al_GCA_017515715.1_ASM1751571v1.fna,4443_0,0.050000000000000044,average,fastANI,4443
Xie_et_al_GCA_017431825.1_ASM1743182v1.fna,4444_0,0.050000000000000044,average,fastANI,4444
Xie_et_al_GCA_017432265.1_ASM1743226v1.fna,4445_1,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017515475.1_ASM1751547v1.fna,4445_1,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017382535.1_ASM1738253v1.fna,4445_2,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017417985.1_ASM1741798v1.fna,4445_2,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017418585.1_ASM1741858v1.fna,4445_2,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017420425.1_ASM1742042v1.fna,4445_2,0.050000000000000044,average,fastANI,4445
Xie_et_al_GCA_017407035.1_ASM1740703v1.fna,4446_0,0.050000000000000044,average,fastANI,4446
Xie_et_al_GCA_017620435.1_ASM1762043v1.fna,4447_0,0.050000000000000044,average,fastANI,4447
Xie_et_al_GCA_017432885.1_ASM1743288v1.fna,4448_0,0.050000000000000044,average,fastANI,4448
Xie_et_al_GCA_017437985.1_ASM1743798v1.fna,4449_0,0.050000000000000044,average,fastANI,4449
Stewart_et_al_GCA_902796525.1_RUG14174.fna,4450_0,0.050000000000000044,average,fastANI,4450
Xie_et_al_GCA_017539105.1_ASM1753910v1.fna,4451_0,0.050000000000000044,average,fastANI,4451
Xie_et_al_GCA_017441765.1_ASM1744176v1.fna,4452_0,0.050000000000000044,average,fastANI,4452
Wilkinson_et_al_ERZ1461864_contig.fa,4453_1,0.050000000000000044,average,fastANI,4453
Wilkinson_et_al_ERZ1462198_contig.fa,4453_1,0.050000000000000044,average,fastANI,4453
Xie_et_al_GCA_017538755.1_ASM1753875v1.fna,4454_0,0.050000000000000044,average,fastANI,4454
Xie_et_al_GCA_017556245.1_ASM1755624v1.fna,4455_1,0.050000000000000044,average,fastANI,4455
Xie_et_al_GCA_017614055.1_ASM1761405v1.fna,4455_1,0.050000000000000044,average,fastANI,4455
Stewart_et_al_GCA_902803785.1_RUG14902.fna,4456_0,0.050000000000000044,average,fastANI,4456
Xie_et_al_GCA_017403545.1_ASM1740354v1.fna,4457_1,0.050000000000000044,average,fastANI,4457
Xie_et_al_GCA_017422445.1_ASM1742244v1.fna,4457_1,0.050000000000000044,average,fastANI,4457
Stewart_et_al_GCA_902795875.1_RUG14120.fna,4458_0,0.050000000000000044,average,fastANI,4458
Xie_et_al_GCA_017652225.1_ASM1765222v1.fna,4459_1,0.050000000000000044,average,fastANI,4459
Xie_et_al_GCA_017959595.1_ASM1795959v1.fna,4459_1,0.050000000000000044,average,fastANI,4459
Xie_et_al_GCA_017652445.1_ASM1765244v1.fna,4459_2,0.050000000000000044,average,fastANI,4459
Stewart_et_al_GCA_902766995.1_RUG11218.fna,4460_1,0.050000000000000044,average,fastANI,4460
Stewart_et_al_GCA_902803275.1_RUG14856.fna,4460_1,0.050000000000000044,average,fastANI,4460
Xie_et_al_GCA_017418305.1_ASM1741830v1.fna,4460_1,0.050000000000000044,average,fastANI,4460
Xie_et_al_GCA_017511325.1_ASM1751132v1.fna,4461_0,0.050000000000000044,average,fastANI,4461
Wilkinson_et_al_ERZ1462398_contig.fa,4462_0,0.050000000000000044,average,fastANI,4462
Xie_et_al_GCA_017513025.1_ASM1751302v1.fna,4463_0,0.050000000000000044,average,fastANI,4463
Wilkinson_et_al_ERZ1462154_contig.fa,4464_0,0.050000000000000044,average,fastANI,4464
Stewart_et_al_GCA_902797205.1_RUG14247.fna,4465_1,0.050000000000000044,average,fastANI,4465
Stewart_et_al_GCA_902803055.1_RUG14838.fna,4465_1,0.050000000000000044,average,fastANI,4465
Xie_et_al_GCA_017523945.1_ASM1752394v1.fna,4465_1,0.050000000000000044,average,fastANI,4465
Xie_et_al_GCA_017432545.1_ASM1743254v1.fna,4466_0,0.050000000000000044,average,fastANI,4466
Wilkinson_et_al_ERZ1462364_contig.fa,4467_0,0.050000000000000044,average,fastANI,4467
Xie_et_al_GCA_017539025.1_ASM1753902v1.fna,4468_0,0.050000000000000044,average,fastANI,4468
Xie_et_al_GCA_017454765.1_ASM1745476v1.fna,4469_0,0.050000000000000044,average,fastANI,4469
Xie_et_al_GCA_017428765.1_ASM1742876v1.fna,4470_1,0.050000000000000044,average,fastANI,4470
Xie_et_al_GCA_017540045.1_ASM1754004v1.fna,4470_1,0.050000000000000044,average,fastANI,4470
Xie_et_al_GCA_017384705.1_ASM1738470v1.fna,4470_2,0.050000000000000044,average,fastANI,4470
Xie_et_al_GCA_017426445.1_ASM1742644v1.fna,4470_2,0.050000000000000044,average,fastANI,4470
Stewart_et_al_GCA_902758715.1_RUG10388.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902761235.1_RUG10642.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902761435.1_RUG10660.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902761555.1_RUG10671.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902768505.1_RUG11376.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902769325.1_RUG11456.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902769735.1_RUG11498.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902778065.1_RUG12334.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902786835.1_RUG13208.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902787775.1_RUG13309.fna,4471_1,0.050000000000000044,average,fastANI,4471
Stewart_et_al_GCA_902792615.1_RUG13788.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017406935.1_ASM1740693v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017459365.1_ASM1745936v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017518135.1_ASM1751813v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017535425.1_ASM1753542v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017536165.1_ASM1753616v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017539505.1_ASM1753950v1.fna,4471_1,0.050000000000000044,average,fastANI,4471
Lin_et_al_HF_Duodenum-3.concoct.136.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HF_Rumen-1.concoct.071.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Duodenum-10.concoct.045.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Omasum-10.concoct.097.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Omasum-9.metabat2.007.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Reticulum-12.concoct.112_sub.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Rumen-10.metabat2.103.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Rumen-11.concoct.210_sub.contigs.fa,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017384575.1_ASM1738457v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017386405.1_ASM1738640v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017388405.1_ASM1738840v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017389135.1_ASM1738913v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017392965.1_ASM1739296v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017394345.1_ASM1739434v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017401705.1_ASM1740170v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017402165.1_ASM1740216v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017402605.1_ASM1740260v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017403765.1_ASM1740376v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017417905.1_ASM1741790v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017420235.1_ASM1742023v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017421305.1_ASM1742130v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017421585.1_ASM1742158v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017421725.1_ASM1742172v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017423245.1_ASM1742324v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017423355.1_ASM1742335v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017426205.1_ASM1742620v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017626715.1_ASM1762671v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017847735.1_ASM1784773v1.fna,4471_2,0.050000000000000044,average,fastANI,4471
Lin_et_al_HG_Reticulum-9.concoct.096_sub.contigs.fa,4471_3,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017393925.1_ASM1739392v1.fna,4471_3,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017417695.1_ASM1741769v1.fna,4471_3,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017519605.1_ASM1751960v1.fna,4471_4,0.050000000000000044,average,fastANI,4471
Xie_et_al_GCA_017419165.1_ASM1741916v1.fna,4472_0,0.050000000000000044,average,fastANI,4472
Xie_et_al_GCA_017550145.1_ASM1755014v1.fna,4473_0,0.050000000000000044,average,fastANI,4473
Xie_et_al_GCA_017432895.1_ASM1743289v1.fna,4474_0,0.050000000000000044,average,fastANI,4474
Xie_et_al_GCA_017459725.1_ASM1745972v1.fna,4475_1,0.050000000000000044,average,fastANI,4475
fecal_MAG_462.fa,4475_1,0.050000000000000044,average,fastANI,4475
Xie_et_al_GCA_017459505.1_ASM1745950v1.fna,4476_0,0.050000000000000044,average,fastANI,4476
Seshadri_et_al_2654588114.fna,4477_1,0.050000000000000044,average,fastANI,4477
Stewart_et_al_GCA_902795485.1_RUG14079.fna,4477_1,0.050000000000000044,average,fastANI,4477
Seshadri_et_al_2593339155.fna,4478_1,0.050000000000000044,average,fastANI,4478
Stewart_et_al_GCA_902803025.1_RUG14834.fna,4478_1,0.050000000000000044,average,fastANI,4478
Stewart_et_al_GCA_902766675.1_RUG11183.fna,4479_0,0.050000000000000044,average,fastANI,4479
Xie_et_al_GCA_017475415.1_ASM1747541v1.fna,4480_0,0.050000000000000044,average,fastANI,4480
Stewart_et_al_GCA_902784015.1_RUG12927.fna,4481_0,0.050000000000000044,average,fastANI,4481
Lin_et_al_HG_Jejunum-9.concoct.182_sub.contigs.fa,4482_1,0.050000000000000044,average,fastANI,4482
Stewart_et_al_GCA_902766025.1_RUG11119.fna,4482_1,0.050000000000000044,average,fastANI,4482
Stewart_et_al_GCA_902782825.1_RUG12812.fna,4482_1,0.050000000000000044,average,fastANI,4482
Xie_et_al_GCA_017510675.1_ASM1751067v1.fna,4482_1,0.050000000000000044,average,fastANI,4482
Xie_et_al_GCA_017511985.1_ASM1751198v1.fna,4482_1,0.050000000000000044,average,fastANI,4482
Xie_et_al_GCA_017421125.1_ASM1742112v1.fna,4483_1,0.050000000000000044,average,fastANI,4483
Xie_et_al_GCA_017432325.1_ASM1743232v1.fna,4483_2,0.050000000000000044,average,fastANI,4483
Xie_et_al_GCA_017510405.1_ASM1751040v1.fna,4484_0,0.050000000000000044,average,fastANI,4484
Xie_et_al_GCA_017510585.1_ASM1751058v1.fna,4485_1,0.050000000000000044,average,fastANI,4485
Xie_et_al_GCA_017514525.1_ASM1751452v1.fna,4485_1,0.050000000000000044,average,fastANI,4485
Xie_et_al_GCA_017941475.1_ASM1794147v1.fna,4485_1,0.050000000000000044,average,fastANI,4485
Xie_et_al_GCA_017539385.1_ASM1753938v1.fna,4486_0,0.050000000000000044,average,fastANI,4486
Stewart_et_al_GCA_902795905.1_RUG14114.fna,4487_1,0.050000000000000044,average,fastANI,4487
Xie_et_al_GCA_017431245.1_ASM1743124v1.fna,4487_1,0.050000000000000044,average,fastANI,4487
Xie_et_al_GCA_017419185.1_ASM1741918v1.fna,4488_1,0.050000000000000044,average,fastANI,4488
Xie_et_al_GCA_017512555.1_ASM1751255v1.fna,4488_1,0.050000000000000044,average,fastANI,4488
Xie_et_al_GCA_017430925.1_ASM1743092v1.fna,4488_2,0.050000000000000044,average,fastANI,4488
Lin_et_al_HG_Jejunum-9.concoct.145.contigs.fa,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902756195.1_RUG10140.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902756545.1_RUG10171.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902760665.1_RUG10590.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902789375.1_RUG13468.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902791595.1_RUG13685.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902794045.1_RUG13932.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902794925.1_RUG14011.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902795475.1_RUG14074.fna,4489_1,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902788985.1_RUG13425.fna,4489_2,0.050000000000000044,average,fastANI,4489
Stewart_et_al_GCA_902756225.1_RUG10148.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902762135.1_RUG10733.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902762865.1_RUG10799.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902763165.1_RUG10833.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902773905.1_RUG11921.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902782035.1_RUG12730.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902788185.1_RUG13349.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902788585.1_RUG13387.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902789055.1_RUG13436.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902791405.1_RUG13668.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902794625.1_RUG13982.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902803905.1_RUG14917.fna,4490_1,0.050000000000000044,average,fastANI,4490
Stewart_et_al_GCA_902789495.1_RUG13473.fna,4491_0,0.050000000000000044,average,fastANI,4491
Stewart_et_al_GCA_902786245.1_RUG13150.fna,4492_0,0.050000000000000044,average,fastANI,4492
Stewart_et_al_GCA_902794845.1_RUG14018.fna,4493_0,0.050000000000000044,average,fastANI,4493
Stewart_et_al_GCA_902759675.1_RUG10491.fna,4494_1,0.050000000000000044,average,fastANI,4494
Stewart_et_al_GCA_902796465.1_RUG14176.fna,4494_1,0.050000000000000044,average,fastANI,4494
Xie_et_al_GCA_017513995.1_ASM1751399v1.fna,4494_1,0.050000000000000044,average,fastANI,4494
Stewart_et_al_GCA_902782955.1_RUG12818.fna,4494_2,0.050000000000000044,average,fastANI,4494
Stewart_et_al_GCA_902793635.1_RUG13885.fna,4495_1,0.050000000000000044,average,fastANI,4495
Xie_et_al_GCA_017510325.1_ASM1751032v1.fna,4495_1,0.050000000000000044,average,fastANI,4495
Xie_et_al_GCA_017404505.1_ASM1740450v1.fna,4495_2,0.050000000000000044,average,fastANI,4495
Stewart_et_al_GCA_902778375.1_RUG12361.fna,4496_0,0.050000000000000044,average,fastANI,4496
Lin_et_al_HF_Duodenum-2.concoct.087_sub.contigs.fa,4497_1,0.050000000000000044,average,fastANI,4497
Xie_et_al_GCA_017536845.1_ASM1753684v1.fna,4497_1,0.050000000000000044,average,fastANI,4497
Stewart_et_al_GCA_902772595.1_RUG11786.fna,4498_0,0.050000000000000044,average,fastANI,4498
Stewart_et_al_GCA_902773855.1_RUG11908.fna,4499_1,0.050000000000000044,average,fastANI,4499
Stewart_et_al_GCA_902775735.1_RUG12097.fna,4499_1,0.050000000000000044,average,fastANI,4499
Xie_et_al_GCA_017437685.1_ASM1743768v1.fna,4499_1,0.050000000000000044,average,fastANI,4499
Xie_et_al_GCA_017468845.1_ASM1746884v1.fna,4499_1,0.050000000000000044,average,fastANI,4499
Lin_et_al_HF_Duodenum-2.concoct.091_sub.contigs.fa,4500_1,0.050000000000000044,average,fastANI,4500
Wilkinson_et_al_ERZ1462733_contig.fa,4500_2,0.050000000000000044,average,fastANI,4500
Seshadri_et_al_2562617196.fna,4501_1,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902777425.1_RUG12265.fna,4501_1,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902785015.1_RUG13031.fna,4501_1,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902786785.1_RUG13207.fna,4501_1,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902795405.1_RUG14069.fna,4501_1,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902761625.1_RUG10685.fna,4501_2,0.050000000000000044,average,fastANI,4501
Stewart_et_al_GCA_902760085.1_RUG10524.fna,4502_1,0.050000000000000044,average,fastANI,4502
Stewart_et_al_GCA_902772815.1_RUG11806.fna,4502_1,0.050000000000000044,average,fastANI,4502
Stewart_et_al_GCA_902775255.1_RUG12052.fna,4502_1,0.050000000000000044,average,fastANI,4502
Wilkinson_et_al_ERZ1461721_contig.fa,4503_0,0.050000000000000044,average,fastANI,4503
Xie_et_al_GCA_017510285.1_ASM1751028v1.fna,4504_0,0.050000000000000044,average,fastANI,4504
Stewart_et_al_GCA_902766005.1_RUG11122.fna,4505_0,0.050000000000000044,average,fastANI,4505
Xie_et_al_GCA_017539825.1_ASM1753982v1.fna,4506_0,0.050000000000000044,average,fastANI,4506
Stewart_et_al_GCA_902766435.1_RUG11161.fna,4507_0,0.050000000000000044,average,fastANI,4507
Lin_et_al_HF_Duodenum-2.concoct.042_sub.contigs.fa,4508_1,0.050000000000000044,average,fastANI,4508
Lin_et_al_HG_Jejunum-12.metabat2.033.contigs.fa,4508_1,0.050000000000000044,average,fastANI,4508
Xie_et_al_GCA_017419465.1_ASM1741946v1.fna,4508_1,0.050000000000000044,average,fastANI,4508
Xie_et_al_GCA_017627065.1_ASM1762706v1.fna,4508_1,0.050000000000000044,average,fastANI,4508
Xie_et_al_GCA_017469885.1_ASM1746988v1.fna,4508_2,0.050000000000000044,average,fastANI,4508
Xie_et_al_GCA_017543025.1_ASM1754302v1.fna,4509_0,0.050000000000000044,average,fastANI,4509
Xie_et_al_GCA_017512725.1_ASM1751272v1.fna,4510_0,0.050000000000000044,average,fastANI,4510
Xie_et_al_GCA_017512965.1_ASM1751296v1.fna,4511_1,0.050000000000000044,average,fastANI,4511
Xie_et_al_GCA_017536855.1_ASM1753685v1.fna,4511_1,0.050000000000000044,average,fastANI,4511
Xie_et_al_GCA_017536885.1_ASM1753688v1.fna,4511_1,0.050000000000000044,average,fastANI,4511
Lin_et_al_HF_Duodenum-2.metabat2.061.contigs.fa,4512_1,0.050000000000000044,average,fastANI,4512
Xie_et_al_GCA_017420145.1_ASM1742014v1.fna,4512_1,0.050000000000000044,average,fastANI,4512
Xie_et_al_GCA_017420485.1_ASM1742048v1.fna,4512_1,0.050000000000000044,average,fastANI,4512
Xie_et_al_GCA_017420585.1_ASM1742058v1.fna,4512_1,0.050000000000000044,average,fastANI,4512
ruminal_MAG_475.fa,4512_1,0.050000000000000044,average,fastANI,4512
Xie_et_al_GCA_017403925.1_ASM1740392v1.fna,4512_2,0.050000000000000044,average,fastANI,4512
Xie_et_al_GCA_017432785.1_ASM1743278v1.fna,4512_2,0.050000000000000044,average,fastANI,4512
